78
0	809
0	888
6	967
22	1045
55	1117
118	1167
198	1175
235	1246
241	1325
260	1402
314	1461
393	1476
473	1472
550	1448
607	1391
628	1313
631	1233
694	1183
702	1262
718	1340
769	1401
847	1419
927	1416
994	1371
1025	1297
1046	1219
1060	1140
1070	1060
1080	980
1087	900
1091	820
1091	740
1087	660
1105	581
1139	508
1144	428
1122	351
1073	288
1012	236
982	162
930	101
866	54
792	24
714	7
635	0
556	3
478	17
404	45
338	89
291	153
262	227
245	305
234	384
156	399
80	423
24	479
7	557
2	636
2	716
1	795
541	394
554	472
597	539
662	586
740	607
820	610
900	602
977	578
1043	532
1070	456
1056	377
1001	319
927	288
850	269
771	261
692	263
616	284
557	337
