1155
297	104
306	104
309	104
342	104
35	103
66	103
302	103
325	103
329	103
330	103
343	103
353	103
20	102
29	102
49	102
65	102
293	102
328	102
335	102
353	102
287	101
298	101
305	101
357	101
358	101
46	100
56	100
335	100
347	100
350	100
351	100
27	99
34	99
288	99
298	99
304	99
310	99
312	99
350	99
70	98
72	98
324	98
331	98
25	97
37	97
39	97
40	97
72	97
74	97
313	97
323	97
326	97
329	97
336	97
13	96
78	96
283	96
331	96
11	95
23	95
28	95
34	95
79	95
295	95
340	95
13	94
15	94
20	94
22	94
46	94
47	94
283	94
284	94
303	94
318	94
329	94
334	94
34	93
44	93
52	93
60	93
78	93
302	93
304	93
338	93
341	93
12	92
24	92
43	92
50	92
287	92
335	92
39	91
338	90
291	88
338	88
21	87
71	87
93	87
101	87
118	87
220	87
225	87
234	87
492	87
505	87
560	87
562	87
572	87
593	87
24	86
32	86
41	86
71	86
104	86
109	86
112	86
129	86
174	86
182	86
230	86
255	86
351	86
364	86
387	86
388	86
441	86
456	86
525	86
553	86
22	85
37	85
87	85
100	85
180	85
280	85
293	85
349	85
363	85
364	85
365	85
366	85
376	85
377	85
383	85
384	85
436	85
437	85
454	85
480	85
503	85
532	85
545	85
553	85
123	84
179	84
229	84
248	84
261	84
349	84
359	84
386	84
497	84
511	84
514	84
567	84
589	84
592	84
89	83
136	83
163	83
176	83
223	83
283	83
297	83
367	83
429	83
443	83
453	83
493	83
513	83
552	83
553	83
582	83
584	83
32	82
84	82
105	82
110	82
115	82
164	82
173	82
213	82
221	82
295	82
448	82
453	82
485	82
512	82
542	82
562	82
565	82
49	81
92	81
93	81
94	81
121	81
133	81
169	81
244	81
354	81
362	81
457	81
559	81
568	81
580	81
588	81
20	80
24	80
31	80
139	80
208	80
244	80
250	80
256	80
286	80
298	80
350	80
355	80
361	80
389	80
425	80
444	80
498	80
508	80
520	80
540	80
547	80
560	80
566	80
595	80
40	79
46	79
48	79
87	79
89	79
92	79
170	79
221	79
224	79
256	79
257	79
274	79
345	79
369	79
426	79
435	79
447	79
482	79
537	79
539	79
547	79
583	79
597	79
34	78
78	78
85	78
88	78
102	78
115	78
165	78
216	78
260	78
263	78
276	78
280	78
297	78
298	78
340	78
353	78
379	78
454	78
475	78
479	78
486	78
527	78
552	78
555	78
565	78
568	78
576	78
588	78
74	77
77	77
82	77
87	77
112	77
135	77
141	77
166	77
215	77
239	77
245	77
255	77
284	77
293	77
294	77
340	77
359	77
375	77
396	77
437	77
485	77
540	77
541	77
547	77
554	77
556	77
564	77
565	77
591	77
595	77
26	76
27	76
108	76
116	76
169	76
178	76
179	76
202	76
216	76
244	76
252	76
290	76
338	76
360	76
378	76
384	76
393	76
442	76
503	76
513	76
546	76
550	76
556	76
574	76
583	76
589	76
592	76
35	75
52	75
53	75
80	75
101	75
110	75
112	75
119	75
122	75
137	75
168	75
208	75
223	75
225	75
278	75
290	75
294	75
348	75
