500
2.77	-7.33
0.63	1.68
4.75	6.1
4.84	-2.18
8.56	-3.65
-2.27	-7.76
4.41	4.67
-9.5	-1.65
7.44	9.36
2.99	-0.58
-10.0	3.09
-1.55	-1.37
1.15	2.67
4.28	-1.11
1.93	1.28
6.64	6.12
0.11	0.9
6.09	-0.4
4.44	8.92
6.34	6.28
-5.07	1.22
6.82	8.97
-1.46	-1.8
0.83	-9.63
-5.33	-3.02
-1.03	2.91
-4.28	-7.12
-7.44	-7.43
-3.82	-9.13
-8.04	3.23
9.77	-4.36
7.68	0.4
4.62	-5.61
5.89	2.76
5.37	-4.01
4.2	8.92
1.61	-0.45
8.59	-7.64
-3.29	-0.21
3.72	-4.54
-8.96	4.94
-3.84	7.87
-1.52	4.78
-0.34	-0.84
0.72	3.08
-0.45	-8.22
-0.25	6.54
-8.74	-5.36
-6.59	-4.15
6.94	3.89
-8.77	-3.23
1.83	-1.59
5.17	2.24
-0.34	-5.89
-0.68	-7.34
8.33	-0.98
5.26	-4.79
4.19	0.33
8.41	5.55
-7.92	3.09
8.88	-8.02
8.5	-5.16
-6.91	-6.59
1.45	7.61
-5.31	4.96
5.48	-4.3
0.13	6.6
-6.17	-1.13
-0.49	4.29
6.36	-1.01
-6.94	-8.55
-1.23	-7.09
-2.31	-7.5
8.03	4.33
2.81	-7.73
1.35	-7.51
3.8	9.22
-2.71	-4.25
-2.8	6.29
-8.79	-5.48
-5.25	-0.82
7.79	-4.28
-5.75	7.66
-2.38	-5.79
5.04	7.24
1.17	-3.21
9.85	-1.36
4.51	3.97
-1.7	-2.29
-1.98	-3.74
7.21	-6.31
-5.35	8.88
3.65	-7.48
-5.36	9.28
-9.99	-0.36
-4.38	3.48
8.64	-5.4
-1.81	-6.46
0.79	-7.09
9.14	-7.77
1.77	-9.05
-5.5	1.13
-3.69	8.24
-5.46	-4.41
-4.81	3.53
6.49	8.75
-5.54	-2.46
-7.63	3.26
4.08	2.49
-5.91	5.65
-3.59	3.93
5.7	0.78
-4.61	-4.43
1.59	-9.88
0.83	3.73
-8.57	3.41
-0.34	8.44
-7.06	-0.73
-3.43	-3.64
-6.42	4.49
1.37	2.86
5.09	6.78
2.16	-1.43
2.6	-6.06
-0.43	9.02
8.35	-4.22
-0.58	2.14
-2.8	-9.13
-2.44	7.95
5.32	-8.82
6.85	5.46
-5.57	1.24
4.96	-0.6
-2.27	-9.55
-2.64	6.9
-3.85	1.36
9.32	-0.69
3.75	4.04
-9.1	1.61
4.75	-9.15
-0.6	2.82
6.64	-7.1
4.95	-5.4
2.42	-1.1
-8.81	6.88
6.42	-6.29
-7.71	-6.88
9.95	-7.05
2.32	-4.8
-7.64	-8.62
-3.32	2.11
5.06	-4.09
-7.45	-7.46
6.66	-2.01
5.76	5.64
-2.72	5.7
-9.68	-2.04
-3.25	3.22
-5.43	-0.52
1.88	-7.24
8.53	-4.83
-2.62	-6.94
4.73	-9.58
-2.53	7.85
8.88	-1.6
-6.14	4.89
9.58	3.95
-5.64	-9.07
-9.66	-9.79
-0.61	2.89
-4.76	9.01
7.34	2.86
-0.57	9.05
4.02	5.77
2.37	-2.92
-2.04	-4.93
-2.85	-2.22
6.75	2.24
-0.66	-6.83
-5.07	-2.61
2.61	3.83
-4.5	1.1
2.39	8.19
-6.95	-7.48
-3.9	-4.4
7.27	7.72
-9.76	-7.45
8.73	4.45
8.23	6.53
-0.04	1.92
2.03	6.22
6.25	4.43
7.57	5.2
-6.09	-6.94
4.43	4.75
5.85	7.33
1.13	-2.26
-0.49	2.33
-6.44	9.52
-3.46	-4.56
-8.72	7.47
1.6	-1.64
-4.12	-2.54
4.5	3.28
-5.46	2.24
1.05	-9.1
-3.02	1.99
5.47	3.72
7.71	-0.2
-4.3	-4.93
3.86	0.94
-8.37	-1.5
-6.34	-9.21
5.28	6.69
2.11	-4.12
9.3	1.57
7.22	-8.01
-7.44	6.51
-2.32	-1.32
-9.58	0.26
2.98	3.57
-6.71	5.81
8.09	-9.69
9.05	-7.14
-5.47	-9.41
5.7	5.47
-3.09	3.15
0.33	0.2
-8.77	8.1
-8.7	-7.83
-2.24	7.44
-5.35	-6.81
9.93	-7.44
4.73	-5.25
-9.54	1.83
-8.89	-7.42
9.45	-5.26
-1.98	-5.14
4.35	9.33
3.97	-2.39
-0.1	1.56
1.45	3.12
-4.99	3.34
0.18	3.97
-5.13	-5.58
7.98	1.91
3.86	9.12
-8.12	8.68
2.54	-5.12
5.33	5.16
5.82	3.81
-9.66	-1.17
-7.04	0.04
6.59	-1.85
3.36	2.65
1.4	1.84
1.65	4.74
9.63	-6.17
-2.53	-5.22
7.3	0.56
-9.93	7.15
9.81	-8.02
9.75	5.0
-2.03	-9.02
9.6	-4.84
-8.46	-5.25
-4.06	4.22
-2.09	2.55
0.52	1.32
9.06	-3.42
5.86	8.66
8.15	2.8
-3.06	-2.31
0.18	-8.66
-4.07	-7.78
-6.05	6.79
4.37	-3.14
2.95	-3.49
8.09	2.26
-8.02	9.79
7.15	-4.53
5.79	-2.57
9.37	2.54
2.52	-6.69
7.9	-10.0
0.34	-9.95
0.09	-3.37
6.35	-2.93
7.28	-1.03
2.0	1.11
5.04	-5.3
-9.14	-5.92
8.7	1.47
7.96	-3.01
-9.61	5.74
6.82	3.64
6.42	4.11
3.73	-7.85
-2.39	1.34
9.81	-1.68
9.96	3.46
-7.38	-7.1
-8.46	9.16
8.88	4.46
6.53	-9.41
9.27	-4.41
9.43	-0.75
1.63	-2.25
0.48	4.07
1.33	-8.23
5.18	5.45
6.17	9.72
8.64	-5.06
1.95	3.56
5.63	-6.47
6.31	9.34
9.18	-3.16
8.4	-2.02
-1.03	6.64
2.03	-4.56
-0.92	4.51
1.81	-1.1
-6.12	-3.02
9.27	3.12
9.05	-9.9
7.33	-9.28
1.24	2.45
-9.46	-7.81
7.69	7.02
-0.3	3.01
-4.98	8.13
-2.41	1.97
-7.13	-8.03
