77
47	130
75	158
103	186
132	213
160	241
188	269
217	296
245	324
273	353
300	382
326	412
352	442
377	473
402	504
425	537
428	576
402	606
376	635
350	665
337	702
340	741
353	778
374	812
396	845
414	809
411	769
441	741
476	720
514	707
554	711
594	717
634	721
674	721
714	718
754	711
792	698
832	697
870	709
907	724
938	750
953	787
952	826
992	817
1008	780
1020	741
1024	701
1012	662
987	630
959	601
929	575
895	555
856	551
839	515
852	476
859	436
853	396
814	395
776	404
737	402
707	376
675	353
642	330
608	310
573	291
538	273
502	256
466	239
429	223
392	207
355	193
317	180
279	167
241	155
202	146
163	138
124	132
85	129
